frame,trans_error,rot_error_deg
591,0.107659,0.696009
592,0,6.0316
593,0.117931,5.09655
594,0.111319,0.476541
595,0,3.99883
596,0.238288,1.65119
597,0.267351,0.808711
598,0.00603617,2.13226
599,0.0547721,0.60093
600,0.263445,0.694824
601,0.0382851,0.1796
602,0.295454,0.276695
603,0.264614,0.530415
604,0.0995947,0.328238
605,0.310851,1.00729
606,0.194822,0.485694
607,0.253962,0.170341
608,0,4.40079
609,0.163536,2.44503
610,0.156966,0.448412
611,0.385064,0.887554
612,0.223264,0.206993
613,0.11521,0.121501
614,0.127617,0.852739
615,1.87611,0.928593
616,0.0859438,0.157967
617,0.100934,1.00366
618,0.398206,0.882795
619,0.140461,0.210635
620,0.414434,0.462037
621,0.3302,0.790179
622,0.523547,0.688979
623,1.09007,0.915239
624,1.20269,1.08248
625,0,2.84197
626,1.20691,2.65669
627,1.07793,0.799935
628,1.08821,1.18363
629,0.942486,1.07524
630,1.42675,1.41076
631,1.44575,1.82485
632,1.65155,1.1668
633,1.40972,0.519943
634,0.936603,1.18754
635,0.311373,1.22746
636,1.29154,0.988361
637,1.05519,0.473617
638,0.917199,0.801787
639,1.07502,0.951624
640,0.690974,0.351921
641,1.75755,0.899527
642,1.35824,0.600009
643,1.71031,0.66207
644,1.64856,1.02567
645,0.679608,0.219757
646,0.571809,0.801082
647,1.05308,0.819772
648,0.980805,0.466861
649,1.82118,0.231984
650,1.18037,0.811423
651,1.42417,1.0945
652,1.09725,1.10602
653,0,2.57832
654,0.0246024,2.078
655,0.266109,0.306273
656,0.0234734,0.495102
657,0.0914721,0.230477
658,0.129133,0.408252
659,0.127381,0.878572
660,0.574968,1.30452
661,0.0432351,0.153481
662,0,0.841291
663,0.104729,0.462801
664,0,0.221352
665,0.578544,1.98265
666,0.135067,0.125963
667,0.14842,0.118664
668,0.35313,0.560653
669,0.395514,1.06049
670,0.08546,0.489573
671,0.265132,0.328809
672,0.0169414,0.710478
673,0.0310956,0.0602647
674,0.210192,0.414834
675,0.152673,0.670982
676,0.130002,0.649369
677,0.142947,1.40633
678,0.155932,0.0617794
679,0.494003,1.5934
680,0.11244,0.603048
