frame,trans_error,rot_error_deg
1264,0.377025,2.41484e-06
1265,0.245783,0
1266,0.331244,0
1267,0.151537,0
1268,0.180878,1.70755e-06
1269,0.980963,1.70755e-06
1270,0.0423755,0
1271,0.0627921,0
1272,1.99162,1.70755e-06
1273,0.0775493,0
1274,1.6094,0
1275,0.0391232,0
1276,0.577457,0
1277,0.147644,0
1278,0.2354,0
1279,0.048996,0
1280,0.148471,0
1281,0.0888205,0
1282,0.0744944,1.70755e-06
1283,0.0367005,0
1284,0.0714119,0
1285,0.0760993,0
1286,0.0943464,0
1287,0,0
1288,1.03531,0
1289,0,0
1290,1.00876,0
1291,0.135675,1.70755e-06
1292,0.388451,0
1293,0.118914,1.70755e-06
1294,0.0156399,1.70755e-06
1295,0.149666,0
1296,0.217589,0
1297,0.336902,0
