frame,trans_error,rot_error_deg
986,0.252989,4.13317
987,0.0475859,0.419203
988,1.73301,16.9898
989,0.414334,0.199997
990,0,3.32078
991,0.568389,1.99829
992,0.54184,1.13401
993,1.32302,9.14185
994,1.74723,1.96415
995,1.27963,6.35578
996,1.88489,2.26335
997,1.7587,2.75607
998,1.41045,11.4798
999,0,10.0828
1000,1.88014,2.38422
1001,1.39159,4.01511
1002,1.77578,4.04989
1003,0.229089,11.3695
1004,0,37.5961
1005,1.51589,1.48966
1006,1.90502,0.630824
1007,0.0503822,1.78226
1008,1.36167,3.90952
1009,0.150619,0.491578
1010,1.75328,13.8303
1011,0.400568,13.6659
1012,0,76.4502
1013,0.174648,1.06078
1014,1.23518,64.5453
1015,1.46006,115.732
1016,0.731496,1.57511
1017,1.17679,168.404
1018,1.42847,47.9742
1019,1.98489,40.4519
1020,0.244246,5.02516
1021,1.96175,126.366
1022,0.669208,1.08056
1023,1.77274,14.3714
1024,0,104.03
1025,1.17921,31.819
1026,0.0550547,0.0260282
1027,1.94749,106.106
1028,0,0.944309
1029,0.656992,3.25277
1030,1.87756,84.9564
1031,0,202.389
1032,0.615625,1.26204
1033,0.311471,0.391886
1034,0.115559,0.757469
1035,0.464747,3.40442
1036,0.315149,0.207042
1037,0.711435,239.168
1038,0.774672,92.2668
1039,1.01665,5.49876
1040,1.42288,63.1706
1041,0.191052,22.7042
1042,0,23.0379
1043,0.154745,0.471504
1044,1.23043,38.2673
1045,0.931853,10.5129
1046,1.04558,27.6731
1047,1.98202,31.6978
1048,1.97574,2.204
1049,0.0345699,0.905356
1050,1.88936,195.895
1051,0,1.68125
1052,0.658087,0.638468
1053,1.77816,2.06898
1054,1.01743,0.417737
1055,0.576481,0.212861
1056,1.5872,3.51078
1057,1.80281,0.621611
1058,0.760166,20.6919
1059,1.99876,1.49118
1060,1.8803,5.08889
1061,1.45959,5.25024
1062,0,3.63497
1063,1.20067,3.21899
1064,0.764398,16.5262
1065,0.719664,10.0665
1066,0.498568,0.232883
1067,1.87354,29.0046
1068,0.668769,166.027
1069,0.227097,0.857365
1070,0.311147,1.20355
1071,0.51265,1.23565
1072,0,10.5614
1073,1.40654,54.4774
1074,0.836638,1.34534
1075,0.246857,1.73063
1076,0,175.139
1077,1.21575,164.778
1078,1.98934,1.40755
1079,0.898273,29.4114
1080,1.47761,6.00632
1081,1.95301,1.1858
1082,1.86604,4.55784
1083,0.516036,16.6926
1084,1.36941,1.38537
1085,1.5681,191.561
1086,1.31029,76.1985
1087,1.76656,12.6947
1088,1.80204,96.0118
1089,1.01677,14.5574
1090,1.93538,55.2589
1091,1.27877,6.12477
1092,1.46825,206.643
1093,1.62336,86.9216
1094,1.89452,11.4203
1095,0.568378,7.30442
1096,0.289509,18.8795
1097,0.114634,0.0806225
1098,1.84933,9.82355
1099,1.75344,0.804408
1100,1.99546,5.33453
1101,0.497484,0.159655
1102,1.1739,62.844
1103,1.68499,4.06972
1104,0.389886,75.3185
1105,0.59903,172.413
1106,1.32822,1.16746
1107,1.28737,15.677
1108,1.53275,4.34061
1109,0.610853,140.676
1110,1.05334,6.04017
1111,0.54893,0.488235
1112,0.577822,8.76843
1113,0.299055,0.504761
1114,0.41485,63.9588
1115,1.2671,8.83848
1116,0.436254,0.632859
1117,1.28512,2.34175
1118,0,11.0399
1119,0.409327,0.374544
1120,0.188214,0.2901
1121,0.300352,0.173852
1122,1.37808,6.08246
1123,0.0895327,0.0945442
1124,0.0593346,0.1109
1125,0.437795,123.424
1126,0.0532897,0.249038
1127,0.14521,0.134699
1128,0.331947,0.631322
1129,0.207409,156.227
1130,0.771085,2.49368
1131,1.15522,53.3428
1132,0.52102,2.064
1133,1.35073,2.1705
1134,0.213654,0.294365
